Date,Close Previsto
2024-07-10,71.33305699829695
2024-07-11,71.35354696981
2024-07-12,71.37375138201823
2024-07-15,71.43437857622881
2024-07-16,71.45459956592752
2024-07-17,71.474826279933
2024-07-18,71.49505871951108
2024-07-19,71.51529688630309
2024-07-22,71.57604576617645
2024-07-23,71.59630685804038
2024-07-24,71.61657368522873
2024-07-25,71.63684624936501
2024-07-26,71.65712455207318
2024-07-29,71.71799390787555
2024-07-30,71.73829518112011
2024-07-31,71.75860220106327
2024-08-01,71.77891496933175
2024-08-02,71.79923348755274
2024-08-05,71.86022355820951
2024-08-06,71.88056509252158
2024-08-07,71.90091238492899
2024-08-08,71.92126543706168
2024-08-09,71.94162425055008
2024-08-12,72.00273527546045
2024-08-13,72.02311715068495
2024-08-14,72.04350479542414
2024-08-15,72.06389821131117
2024-08-16,72.0842973999797
2024-08-19,72.14552961901768
2024-08-20,72.16595191515789
2024-08-21,72.18637999225477
2024-08-22,72.20681385194472
2024-08-23,72.22725349586462
2024-08-26,72.28860714937989
2024-08-27,72.30906994659773
2024-08-28,72.32953853623691
2024-08-29,72.35001291993709
2024-08-30,72.37049309933839
2024-09-03,72.4524718067737
2024-09-04,72.47298098929883
2024-09-05,72.49349597737562
2024-09-06,72.51401677264745
2024-09-09,72.57561401807398
2024-09-10,72.5961580585691
2024-09-11,72.61670791448316
2024-09-12,72.63726358746231
2024-09-13,72.65782507915324
2024-09-16,72.7195444829699
2024-09-17,72.74012926598354
2024-09-18,72.76071987594915
2024-09-19,72.78131631451616
2024-09-20,72.80191858333446
2024-09-23,72.86376038780324
2024-09-24,72.88438599413516
2024-09-25,72.90501743897491
2024-09-26,72.92565472397523
2024-09-27,72.94629785078928
2024-09-30,73.00826229865265
2024-10-01,73.02892880926278
2024-10-02,73.04960116995957
2024-10-03,73.07027938239901
2024-10-04,73.09096344823755
2024-10-07,73.15305078271936
2024-10-08,73.17375827872824
2024-10-09,73.19447163642556
2024-10-10,73.21519085747056
2024-10-11,73.23591594352301
2024-10-14,73.29812640832948
2024-10-15,73.31887497101852
2024-10-16,73.33962940702075
2024-10-17,73.36038971799876
2024-10-18,73.38115590561557
2024-10-21,73.44348974493622
2024-10-22,73.464279455748
2024-10-23,73.48507505152081
2024-10-24,73.50587653392053
2024-10-25,73.52668390461348
2024-10-28,73.5891413631221
2024-10-29,73.60997230366073
2024-10-30,73.63080914083133
2024-10-31,73.65165187630308
2024-11-01,73.67250051174558
2024-11-04,73.73508183460123
2024-11-05,73.75595408663266
2024-11-06,73.77683224699014
2024-11-07,73.79771631734616
2024-11-08,73.81860629937363
2024-11-11,73.8813117322215
2024-11-12,73.90222537767384
2024-11-13,73.9231449431695
2024-11-14,73.94407043038427
2024-11-15,73.96500184099442
2024-11-18,74.02783162996691
2024-11-19,74.04878675093073
2024-11-20,74.06974780367838
2024-11-21,74.09071478988898
2024-11-22,74.1116877112421
2024-11-25,74.17464210295972
2024-11-26,74.19563878168842
2024-11-27,74.21664140396472
2024-11-29,74.25866448589044
2024-12-02,74.3217437274628
2024-12-03,74.34278204637285
2024-12-04,74.36382632061765
2024-12-05,74.38487655188297
2024-12-06,74.40593274185507
2024-12-09,74.46913708088182
2024-12-10,74.49021712255319
2024-12-11,74.5113031313698
2024-12-12,74.53239510902078
2024-12-13,74.55349305719572
2024-12-16,74.61682274176758
2024-12-17,74.63794458894398
2024-12-18,74.65907241509956
2024-12-19,74.68020622192677
2024-12-20,74.70134601111856
2024-12-23,74.76480128981821
2024-12-24,74.78596502540749
2024-12-26,74.82831047079151
2024-12-27,74.8494921839784
2024-12-30,74.91307330588154
2024-12-31,74.93427901295591
2025-01-02,74.97670843695622
2025-01-03,74.997932157281
2025-01-06,75.06163937195728
2025-01-07,75.08288713375374
2025-01-08,75.10414091017212
2025-01-10,75.14666651368536
2025-01-13,75.21050007119938
2025-01-14,75.23178997111998
2025-01-15,75.25308589759058
2025-01-16,75.2743878523171
2025-01-17,75.295695837006
2025-01-21,75.38098810953046
2025-01-22,75.4023262696444
2025-01-23,75.42367046996938
2025-01-24,75.44502071221521
2025-01-27,75.50910770758315
2025-01-28,75.53048213462016
2025-01-29,75.55186261213431
2025-01-30,75.57324914183835
2025-01-31,75.59464172544544
2025-02-03,75.65885581682438
2025-02-04,75.68027263318544
2025-02-05,75.70169551202282
